barcode_no,species,county,town,gridref_original,gridref_1km,gridref_10km,flag,latitude_decimal,longitude_decimal,error_radius,date
10884402,Vespa crabro,Essex,Felsted,NA,NA,NA,NA,51.857807,0.435744,0.9,1951-10-01
10884362,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,,1951-11-22
10884270,Vespa crabro,Somerset,Spaxton,NA,NA,NA,NA,51.118885,-3.128631,1,1951-06-17
10884206,Vespa crabro,Bucks.,Newport Pagnell,NA,NA,NA,NA,52.0846,-0.7346,2.6,1951-08-01
10882705,Vespula germanica,Wales,Malltreath,NA,NA,NA,NA,53.191466,-4.384599,0.88,1951-08-30
10884465,Vespula vulgaris,Hants.,Awbridge,SU323248,SU3224,SU32,NA,NA,NA,NA,1952-08-03
10884435,Vespa crabro,Glos.,Pinbury,NA,NA,NA,NA,51.742889,-2.066583,0.5,1952-07-20
10884401,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1952-08-21
10884360,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1952-08-21
10884359,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1952-08-16
10884358,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1952-08-16
10884357,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1952-08-21
10884334,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1952-08-16
10884333,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1952-08-21
10884332,Vespa crabro,Hants.,Friarscliffe,NA,NA,NA,NA,50.736354,-1.72833,1.78,1952-08-26
10884331,Vespa crabro,Hants.,Southampton,NA,NA,NA,NA,50.9262,-1.4092,1.5,1952-08-28
10884330,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1952-08-21
10884280,Vespa crabro,Berks.,Sunninghill,NA,NA,NA,NA,51.4013,-0.6557,2.3,1952-05-14
10884269,Vespa crabro,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1952-08-05
10883561,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1952-08-08
10883560,Vespula vulgaris,Hants.,Awbridge,NA,NA,NA,NA,NA,NA,NA,1952-08-03
10883559,Vespula vulgaris,Hants.,Awbridge,NA,NA,NA,NA,NA,NA,NA,1952-08-03
10883558,Vespula vulgaris,Hants.,Awbridge,NA,NA,NA,NA,NA,NA,NA,1952-08-03
10883557,Vespula vulgaris,Hants.,Awbridge,NA,NA,NA,NA,NA,NA,NA,1952-08-03
10883216,Vespula vulgaris,Herts.,Radlett,NA,NA,NA,NA,51.679667,-0.322389,0.03,1952-04-14
10882670,Vespula germanica,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1952-08-05
10882669,Vespula germanica,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1952-08-06
10882668,Vespula germanica,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1952-08-05
10882666,Vespula germanica,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1952-08-06
10882665,Vespula germanica,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1952-08-05
10881429,Vespula germanica,Herts.,Radlett,NA,NA,NA,NA,51.679667,-0.322389,0.03,1952-04-17
10201834,Vespula vulgaris,Scotland,Blair Atholl,NA,NA,NA,NA,NA,NA,NA,1952-06-16
10884423,Vespa crabro,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1953-06-06
10884364,Vespa crabro,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1953-06-06
10884271,Vespa crabro,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1953-04-13
10884258,Vespa crabro,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1953-06-06
10884253,Vespa crabro,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1953-06-06
10884228,Vespa crabro,Cornwall,Wadebridge,NA,NA,NA,NA,50.5167,-4.8365,1.4,1953-06-01
10884173,Vespa crabro,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1953-08-01
10884172,Vespa crabro,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1953-08-01
10883747,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1953-06-14
10883564,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1953-06-23
10883563,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1953-06-23
10883562,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1953-06-23
10883137,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1953-05-03
10881428,Vespula germanica,Scotland,St. Andrews,NA,NA,NA,NA,NA,NA,NA,1953-06-24
10884363,Vespa crabro,Cambs.,Chippenham,NA,NA,NA,NA,52.2983,0.4118,1.1,1954-06-06
10883592,Vespula vulgaris,N. Yorkshire,Darnholme,NA,NA,NA,NA,54.406744,-0.717825,0.76,1954-08-08
10883591,Vespula vulgaris,N. Yorkshire,Slipho,NA,NA,NA,NA,54.317771,-0.51467,0.9,1954-08-08
10883590,Vespula vulgaris,N. Yorkshire,Littlebeck,NA,NA,NA,NA,54.432826,-0.641875,1.5,1954-08-08
10883589,Vespula vulgaris,N. Yorkshire,Helwatch Beck,NA,NA,NA,OC,53.8573,-1.1709,99.1,1954-08-08
10883588,Vespula vulgaris,N. Yorkshire,Helwatch Beck,NA,NA,NA,OC,53.8573,-1.1709,99.1,1954-08-08
10883587,Vespula vulgaris,N. Yorkshire,Helwatch Beck,NA,NA,NA,OC,53.8573,-1.1709,99.1,1954-08-08
10883586,Vespula vulgaris,N. Yorkshire,Helwatch Beck,NA,NA,NA,OC,53.8573,-1.1709,99.1,1954-08-08
10883585,Vespula vulgaris,N. Yorkshire,Helwatch Beck,NA,NA,NA,OC,53.8573,-1.1709,99.1,1954-08-08
10883584,Vespula vulgaris,N. Yorkshire,Helwatch Beck,NA,NA,NA,OC,53.8573,-1.1709,99.1,1954-08-08
10883583,Vespula vulgaris,N. Yorkshire,Helwatch Beck,NA,NA,NA,OC,53.8573,-1.1709,99.1,1954-08-08
10883582,Vespula vulgaris,N. Yorkshire,Helwatch Beck,NA,NA,NA,OC,53.8573,-1.1709,99.1,1954-08-08
10882656,Vespula germanica,Worcestershire,Wyre Forest,NA,NA,NA,NA,52.3817,-2.3722,6.4,1954-06-27
10883566,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1955-09-24
10884255,Vespa crabro,Devon,Exeter,NA,NA,NA,NA,50.7184,-3.5339,5.7,1957-06-29
10882348,Vespula germanica,Channel Islands,Alderney,NA,NA,NA,NA,NA,NA,NA,1957-07-30
10882130,Vespula germanica,Devon,Teignmouth,NA,NA,NA,NA,50.547,-3.4967,2.6,1957-04-20
10882106,Vespula germanica,Channel Islands,Alderney,NA,NA,NA,NA,NA,NA,NA,1957-08-01
10882105,Vespula germanica,Channel Islands,Alderney,NA,NA,NA,NA,NA,NA,NA,1957-08-01
10882104,Vespula germanica,Channel Islands,Alderney,NA,NA,NA,NA,NA,NA,NA,1957-08-01
10882103,Vespula germanica,Channel Islands,Alderney,NA,NA,NA,NA,NA,NA,NA,1957-07-31
10882102,Vespula germanica,Channel Islands,Alderney,NA,NA,NA,NA,NA,NA,NA,1957-07-31
10882101,Vespula germanica,Channel Islands,Alderney,NA,NA,NA,NA,NA,NA,NA,1957-08-03
10882100,Vespula germanica,Channel Islands,Alderney,NA,NA,NA,NA,NA,NA,NA,1957-08-03
10881605,Vespula germanica,Channel Islands,Guernsey,NA,NA,NA,NA,NA,NA,NA,1957-05-03
10881603,Vespula germanica,Channel Islands,Alderney,NA,NA,NA,NA,NA,NA,NA,1957-05-05
10881602,Vespula germanica,Channel Islands,Herm,NA,NA,NA,NA,NA,NA,NA,1957-05-12
10884254,Vespa crabro,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1958-06-02
10884174,Vespa crabro,Devon,Lower Velwell,NA,NA,NA,NA,50.454431,-3.741566,0.225,1958-09-08
10884090,Vespa crabro,Devon,Lower Velwell,NA,NA,NA,NA,50.454431,-3.741566,0.225,1958-09-09
10883570,Vespula vulgaris,Hants.,Eastleight,NA,NA,NA,NA,50.977182,-1.354686,0.03,1958-08-05
10883569,Vespula vulgaris,Dorset,Marchwood,NA,NA,NA,NA,50.8907,-1.4494,2.6,1958-07-31
10882768,Vespula germanica,Berks.,Nr. Pangbourne,NA,NA,NA,2M,51.48329926,-1.08739996,1.89999997,1958-08-01
10882767,Vespula germanica,Berks.,Nr. Pangbourne,NA,NA,NA,2M,51.48329926,-1.08739996,1.89999997,1958-08-01
10882766,Vespula germanica,Berks.,Nr. Pangbourne,NA,NA,NA,2M,51.48329926,-1.08739996,1.89999997,1958-08-01
10882765,Vespula germanica,Berks.,Nr. Pangbourne,NA,NA,NA,2M,51.48329926,-1.08739996,1.89999997,1958-08-01
10881772,Vespula germanica,Lincolnshire,Barton-upon-Humber,NA,NA,NA,NA,53.686613,-0.443308,1.78,1958-04-01
10881559,Vespula germanica,Wales,Cardiff,NA,NA,NA,NA,51.4816,-3.1791,10.7,1958-06-13
10881347,Vespula germanica,Berks.,Nr. Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1958-09-08
10881339,Vespula germanica,Berks.,Nr. Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1958-09-08
10884463,Vespula vulgaris,London,Orpington,NA,NA,NA,NA,51.3748,0.0942,3.4,1959-08-07
10883604,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883603,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883602,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883601,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883600,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883599,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883598,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883597,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883596,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883595,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883594,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883593,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883574,Vespula vulgaris,London,Orpington,NA,NA,NA,NA,51.3748,0.0942,3.4,1959-08-07
10883573,Vespula vulgaris,London,Orpington,NA,NA,NA,NA,51.3748,0.0942,3.4,1959-08-07
10883572,Vespula vulgaris,London,Orpington,NA,NA,NA,NA,51.3748,0.0942,3.4,1959-08-07
10883571,Vespula vulgaris,London,Orpington,NA,NA,NA,NA,51.3748,0.0942,3.4,1959-08-07
10883567,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1959-08-04
10883556,Vespula vulgaris,Hants.,Awbridge,NA,NA,NA,NA,NA,NA,NA,1959-08-16
10883147,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1959-10-17
10883144,Vespula vulgaris,London,Orpington,NA,NA,NA,NA,51.3748,0.0942,3.4,1959-08-07
10883143,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1959-10-17
10883142,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1959-10-31
10883140,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1959-09-27
10883014,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10883013,Vespula vulgaris,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10882932,Vespula germanica,Scotland,Loch Ken,NA,NA,NA,NA,NA,NA,NA,1959-09-10
10882930,Vespula germanica,Cumbria,Langwathby,NA,NA,NA,NA,54.695804,-2.665673,4.26,1959-06-23
10882926,Vespula germanica,Cumbria,Langwathby,NA,NA,NA,NA,54.695804,-2.665673,4.26,1959-06-29
10882667,Vespula germanica,Hants.,Awbridge,SU323248,SU3224,SU32,NA,NA,NA,NA,1959-07-05
10882664,Vespula germanica,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1959-08-04
10882654,Vespula germanica,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10882653,Vespula germanica,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10882652,Vespula germanica,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10882651,Vespula germanica,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10882650,Vespula germanica,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10882649,Vespula germanica,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10882635,Vespula germanica,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10881340,Vespula germanica,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10881338,Vespula germanica,Berks.,Pangbourne,NA,NA,NA,NA,51.48329926,-1.08739996,1.89999997,1959-10-24
10884467,Vespula vulgaris,Hants.,Totton,SU355127,SU3512,SU31,Found dead in window,50.9141,-1.4986,1.6,1960-10-27
10884466,Vespula vulgaris,Hants.,Totton,SU355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1960-07-31
10884464,Vespula vulgaris,Hants.,Awbridge,SU323248,SU3224,SU32,NA,NA,NA,NA,1960-07-03
10884267,Vespa crabro,Wales,NA,NA,NA,NA,NA,52.1307,-3.7837,154.3,1960-09-01
10883575,Vespula vulgaris,Kent,Shoreham,NA,NA,NA,NA,51.3322,0.1889,1.3,1960-07-16
10883565,Vespula vulgaris,Hants.,Awbridge,NA,NA,NA,NA,NA,NA,NA,1960-08-07
10883529,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1960-08-02
10883135,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1960-05-09
10882948,Vespula germanica,Hants.,Farenborough,NA,NA,NA,NA,51.360131,0.074941,0.03,1960-07-01
10881606,Vespula germanica,Channel Islands,Alderney,NA,NA,NA,NA,NA,NA,NA,1960-05-24
10881604,Vespula germanica,Channel Islands,Alderney,NA,NA,NA,NA,NA,NA,NA,1960-05-24
10881535,Vespula germanica,Hants.,Awbridge,SU 323248,SU3224,SU32,NA,NA,NA,NA,1960-04-18
10881534,Vespula germanica,Cheshire,Tatton,SU 355127,SU3512,SU31,NA,50.9141,-1.4986,1.6,1960-05-09
10883581,Vespula vulgaris,London,Hampstead,NA,NA,NA,NA,51.5608,-0.1631,1.9,1961-07-25
10883299,Vespula vulgaris,Scotland,Eighe Forest,NA,NA,NA,NA,NA,NA,NA,1961-05-30
10883134,Vespula vulgaris,Scotland,Shieldaig,NA,NA,NA,NA,NA,NA,NA,1961-06-01
10883133,Vespula vulgaris,Scotland,Shieldaig,NA,NA,NA,NA,NA,NA,NA,1961-06-07
10882672,Vespula germanica,Surrey,Morden,NA,NA,NA,NA,51.3949,-0.1945,1.5,1961-08-01
10882671,Vespula germanica,Surrey,Morden,NA,NA,NA,NA,51.3949,-0.1945,1.5,1961-08-01
10881455,Vespula germanica,Surrey,Morden,NA,NA,NA,NA,51.3949,-0.1945,1.5,1961-08-01
10881308,Vespula germanica,Cornwall,Calstock,NA,NA,NA,NA,50.497,-4.2021,1.1,1961-10-14
10201835,Vespula vulgaris,Scotland,Kiniochewe,NA,NA,NA,NA,NA,NA,NA,1961-06-16
10884422,Vespa crabro,Dorset,NA,NA,NA,NA,OC,50.8038,-2.3357,53.8,1962-05-01
10883221,Vespula vulgaris,London,Cantral,NA,NA,NA,NA,51.50109863,-0.145999998,0.4,1962-09-11
10883933,Vespula vulgaris,Berks.,Streatley,NA,NA,NA,NA,51.5256,-1.1517,1.4,1963-08-16
10883932,Vespula vulgaris,Berks.,Streatley,NA,NA,NA,NA,51.5256,-1.1517,1.4,1963-08-16
10883931,Vespula vulgaris,Berks.,Reading,NA,NA,NA,NA,NA,NA,NA,1963-08-30
10883929,Vespula vulgaris,Berks.,Reading,NA,NA,NA,NA,NA,NA,NA,1963-07-30
10883741,Vespula vulgaris,Oxon,Goring-on-Thames,NA,NA,NA,NA,51.5218,-1.1272,1.5,1963-10-26
10883153,Vespula vulgaris,Notts.,NA,NA,NA,NA,OC,53.13,-1.0098,46.6,1963-04-20
10883149,Vespula vulgaris,London,S. Kensington,NA,NA,NA,NA,51.4967,-0.1763,0.2,1963-03-11
10882618,Vespula germanica,Berks.,Reading,NA,NA,NA,NA,NA,NA,NA,1963-09-03
10884441,Vespa crabro,Somerset,Yeovil,NA,NA,NA,NA,50.9421,-2.6333,3.5,1964-09-01
10883577,Vespula vulgaris,Hants.,Romsey,NA,NA,NA,NA,51.0154,-1.5425,0.7,1964-08-09
10883576,Vespula vulgaris,Hants.,Romsey,NA,NA,NA,NA,51.0154,-1.5425,0.7,1964-08-09
10882938,Vespula germanica,Somerset,Yeovil,NA,NA,NA,NA,50.9421,-2.6333,3.5,1964-05-06
10882828,Vespula germanica,Jersey,St. Ouen,NA,NA,NA,NA,NA,NA,NA,1965-05-25
10882761,Vespula germanica,Channel Islands,Guernsey,NA,NA,NA,NA,NA,NA,NA,1965-08-22
10881255,Vespula germanica,Ascension Island,NA,NA,NA,NA,NA,NA,NA,NA,1965-05-10
10883716,Vespula vulgaris,London,S. Kensington,NA,NA,NA,NA,51.4942,-0.1747,0.9,1966-09-26
10883579,Vespula vulgaris,Hants.,Romsey,NA,NA,NA,NA,51.0154,-1.5425,0.7,1966-08-27
10883578,Vespula vulgaris,Hants.,Romsey,NA,NA,NA,NA,51.0154,-1.5425,0.7,1966-08-27
10883568,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1966-09-04
10883496,Vespula vulgaris,Hants.,Romsey,NA,NA,NA,NA,51.0154,-1.5425,0.7,1966-09-16
10883495,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1966-07-23
10883494,Vespula vulgaris,Hants.,Totton,NA,NA,NA,NA,50.9141,-1.4986,1.6,1966-06-21
10883493,Vespula vulgaris,London,S. Kensington,NA,NA,NA,NA,51.4942,-0.1747,0.9,1966-10-04
10883492,Vespula vulgaris,Hants.,Romsey,NA,NA,NA,NA,51.0154,-1.5425,0.7,1966-09-16
10883491,Vespula vulgaris,Hants.,Romsey,NA,NA,NA,NA,51.0154,-1.5425,0.7,1966-09-16
10883490,Vespula vulgaris,Hants.,Romsey,NA,NA,NA,NA,51.0154,-1.5425,0.7,1966-09-24
10883489,Vespula vulgaris,Hants.,Romsey,NA,NA,NA,NA,51.0154,-1.5425,0.7,1966-09-24
10883487,Vespula vulgaris,Herts.,St. Albans,NA,NA,NA,NA,51.7527,-0.3394,4.6,1966-07-30
10883486,Vespula vulgaris,Herts.,St. Albans,NA,NA,NA,NA,51.7527,-0.3394,4.6,1966-07-30
10883485,Vespula vulgaris,Herts.,St. Albans,NA,NA,NA,NA,51.7527,-0.3394,4.6,1966-07-30
10883484,Vespula vulgaris,Herts.,St. Albans,NA,NA,NA,NA,51.7527,-0.3394,4.6,1966-07-30
10883483,Vespula vulgaris,Herts.,St. Albans,NA,NA,NA,NA,51.7527,-0.3394,4.6,1966-07-30
10883482,Vespula vulgaris,Herts.,St. Albans,NA,NA,NA,NA,51.7527,-0.3394,4.6,1966-07-30
10883481,Vespula vulgaris,Herts.,St. Albans,NA,NA,NA,NA,51.7527,-0.3394,4.6,1966-07-30
10883480,Vespula vulgaris,Herts.,St. Albans,NA,NA,NA,NA,51.7527,-0.3394,4.6,1966-07-30
10882575,Vespula germanica,Hants.,Romsey,NA,NA,NA,NA,51.0154,-1.5425,0.7,1966-08-21
10883742,Vespula vulgaris,Devon,Morwellham Quay,NA,NA,NA,NA,50.506216,-4.193092,0.08,1967-09-23
10883740,Vespula vulgaris,Oxon,Goring-on-Thames,NA,NA,NA,NA,51.5218,-1.1272,1.5,1967-10-08
10883739,Vespula vulgaris,Oxon,Goring-on-Thames,NA,NA,NA,NA,51.5218,-1.1272,1.5,1967-10-08
10883738,Vespula vulgaris,Oxon,Goring-on-Thames,NA,NA,NA,NA,51.5218,-1.1272,1.5,1967-10-08
10883141,Vespula vulgaris,West Midlands,Walsall,NA,NA,NA,NA,52.5862,-1.9829,6.4,1967-04-30
10882541,Vespula germanica,Essex,Basildon,NA,NA,NA,NA,51.481934,-1.139035,1.59,1967-08-08
10882540,Vespula germanica,Essex,Basildon,NA,NA,NA,NA,51.481934,-1.139035,1.59,1967-07-01
10881821,Vespula germanica,Devon,Yelverton,NA,NA,NA,NA,50.4935,-4.0856,1.2,1967-05-01
10881820,Vespula germanica,Essex,Basildon,NA,NA,NA,NA,51.481934,-1.139035,1.59,1967-05-18
10881819,Vespula germanica,Kent,Gromley,NA,NA,NA,OC,51.2787,0.5217,66.8,1967-04-18
10881818,Vespula germanica,Oxon,Goring-on-Thames,NA,NA,NA,NA,51.5218,-1.1272,1.5,1967-05-11
10881817,Vespula germanica,London,Carshalton,NA,NA,NA,NA,51.357398,-0.169713,0.83,1967-06-04
10881816,Vespula germanica,Northamptonshire,Rushden,NA,NA,NA,NA,52.288792,-0.600246,1.4,1967-04-01
10881815,Vespula germanica,Northamptonshire,Rushden,NA,NA,NA,NA,52.288792,-0.600246,1.4,1967-04-25
10881814,Vespula germanica,Northamptonshire,Rushden,NA,NA,NA,NA,52.288792,-0.600246,1.4,1967-05-11
10881813,Vespula germanica,Northamptonshire,Rushden,NA,NA,NA,NA,52.288792,-0.600246,1.4,1967-05-11
10884417,Vespa crabro,Hants.,Lyndhurst,NA,NA,NA,NA,50.8726,-1.5768,0.7,1968-08-27
10883930,Vespula vulgaris,Berks.,Basildon,NA,NA,NA,NA,51.481671,-1.141078,2,1968-07-12
10883214,Vespula vulgaris,London,S. Kensington,NA,NA,NA,NA,51.4967,-0.1763,0.2,1968-11-28
10883212,Vespula vulgaris,London,Stamford Brook,NA,NA,NA,NA,51.49749,-0.246769,0.36,1968-10-28
10884263,Vespa crabro,Hants.,Whitley Wood,NA,NA,NA,NA,50.851514,-1.580367,0.9,1969-11-08
10881245,Vespula germanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970-10-23
10884112,Vespa crabro,Hants.,"New Forest, Denny Wood",NA,NA,NA,NA,50.85,-1.5232,1,1970-08-29
10883997,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-09-21
10883996,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-09-21
10883995,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-09-21
10883844,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883843,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883842,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883841,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883840,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883839,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883838,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883837,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883836,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883672,Vespula vulgaris,Hants.,Portchester,NA,NA,NA,NA,50.8495,-1.1382,2.4,1970-10-19
10883671,Vespula vulgaris,Hants.,Portchester,NA,NA,NA,NA,50.8495,-1.1382,2.4,1970-10-19
10883670,Vespula vulgaris,Hants.,Portchester,NA,NA,NA,NA,50.8495,-1.1382,2.4,1970-10-03
10883646,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883645,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883644,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883643,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883642,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883641,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883640,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883639,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883638,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883636,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
10883635,Vespula vulgaris,Hants.,"New Forest, Balmer Lawn",NA,NA,NA,NA,50.829043,-1.563574,0.88,1970-11-21
